Type;Rarity;Name;Description
Primary Weapon;Tier 2 - Uncommon;Improved Arcane Gauntlets; <i>Magical</i>,   <b>Trait</b>: Strength,   <b>Range</b>: Melee,   <b>Damage</b>: d10+6 mag , <b>Burden</b>: Two-Handed <br>  
Primary Weapon;Tier 2 - Uncommon;Improved Hallowed Axe; <i>Magical</i>,   <b>Trait</b>: Strength,   <b>Range</b>: Melee,   <b>Damage</b>: d8+4 mag , <b>Burden</b>: One-Handed <br>  
Primary Weapon;Tier 2 - Uncommon;Improved Glowing Rings; <i>Magical</i>,   <b>Trait</b>: Agility,   <b>Range</b>: Very Close,   <b>Damage</b>: d10+5 mag , <b>Burden</b>: Two-Handed <br>  
Primary Weapon;Tier 2 - Uncommon;Improved Hand Runes; <i>Magical</i>,   <b>Trait</b>: Instinct,   <b>Range</b>: Very Close,   <b>Damage</b>: d10+3 mag , <b>Burden</b>: One-Handed <br>  
Primary Weapon;Tier 2 - Uncommon;Improved Returning Blade; <i>Magical</i>,   <b>Trait</b>: Finesse,   <b>Range</b>: Close,   <b>Damage</b>: d8+3 mag , <b>Burden</b>: One-Handed <br>  <b>Returning</b>: When this weapon is thrown within its range
Primary Weapon;Tier 2 - Uncommon;Improved Shortstaff; <i>Magical</i>,   <b>Trait</b>: Instinct,   <b>Range</b>: Close,   <b>Damage</b>: d8+4 mag , <b>Burden</b>: One-Handed <br>  
Primary Weapon;Tier 2 - Uncommon;Improved Dualstaff; <i>Magical</i>,   <b>Trait</b>: Instinct,   <b>Range</b>: Far,   <b>Damage</b>: d6+6 mag , <b>Burden</b>: Two-Handed <br>  
Primary Weapon;Tier 2 - Uncommon;Improved Scepter; <i>Magical</i>,   <b>Trait</b>: Presence,   <b>Range</b>: Far,   <b>Damage</b>: d8+3 mag , <b>Burden</b>: Two-Handed <br>  <b>Versatile</b>: This weapon can also be used with these statistics - Presence
Primary Weapon;Tier 2 - Uncommon;Improved Wand; <i>Magical</i>,   <b>Trait</b>: Knowledge,   <b>Range</b>: Far,   <b>Damage</b>: d6+4 mag , <b>Burden</b>: One-Handed <br>  
Primary Weapon;Tier 2 - Uncommon;Improved Greatstaff; <i>Magical</i>,   <b>Trait</b>: Knowledge,   <b>Range</b>: Very Far,   <b>Damage</b>: d6+3 mag , <b>Burden</b>: Two-Handed <br>  <b>Powerful</b>: On a successful attack, roll an additional damage die and discard the lowest result.
Primary Weapon;Tier 2 - Uncommon;Ego Blade; <i>Magical</i>,   <b>Trait</b>: Agility,   <b>Range</b>: Melee,   <b>Damage</b>: d12+4 mag , <b>Burden</b>: One-Handed <br>  <b>Pompous</b>: You must have a Presence of 0 or lower to use this weapon.
Primary Weapon;Tier 2 - Uncommon;Casting Sword; <i>Magical</i>,   <b>Trait</b>: Strength,   <b>Range</b>: Melee,   <b>Damage</b>: d10+4 mag , <b>Burden</b>: Two-Handed <br>  <b>Versatile</b>: This weapon can also be used with these statistics - Knowledge
Primary Weapon;Tier 2 - Uncommon;Devouring Dagger; <i>Magical</i>,   <b>Trait</b>: Finesse,   <b>Range</b>: Melee,   <b>Damage</b>: d8+4 mag , <b>Burden</b>: One-Handed <br>  <b>Scary</b>: On a successful attack
Primary Weapon;Tier 2 - Uncommon;Hammer of Exota; <i>Magical</i>,   <b>Trait</b>: Instinct,   <b>Range</b>: Melee,   <b>Damage</b>: d8+6 mag , <b>Burden</b>: Two-Handed <br>  <b>Eruptive</b>: On a successful attack against a target within Melee range
Primary Weapon;Tier 2 - Uncommon;Yutari Bloodbow; <i>Magical</i>,   <b>Trait</b>: Finesse,   <b>Range</b>: Far,   <b>Damage</b>: d6+4 mag , <b>Burden</b>: Two-Handed <br>  <b>Brutal</b>: When you roll the maximum value on a damage die
Primary Weapon;Tier 2 - Uncommon;Elder Bow; <i>Magical</i>,   <b>Trait</b>: Instinct,   <b>Range</b>: Far,   <b>Damage</b>: d6+4 mag , <b>Burden</b>: Two-Handed <br>  <b>Powerful</b>: On a successful attack, roll an additional damage die and discard the lowest result.
Primary Weapon;Tier 2 - Uncommon;Scepter of Elias; <i>Magical</i>,   <b>Trait</b>: Presence,   <b>Range</b>: Far,   <b>Damage</b>: d6+3 mag , <b>Burden</b>: One-Handed <br>  <b>Invigorating</b>: On a successful attack
Primary Weapon;Tier 2 - Uncommon;Wand of Enthrallment; <i>Magical</i>,   <b>Trait</b>: Presence,   <b>Range</b>: Far,   <b>Damage</b>: d6+4 mag , <b>Burden</b>: One-Handed <br>  <b>Persuasive</b>: Before you make a Presence Roll
Primary Weapon;Tier 2 - Uncommon;Keeper's Staff; <i>Magical</i>,   <b>Trait</b>: Knowledge,   <b>Range</b>: Far,   <b>Damage</b>: d6+4 mag , <b>Burden</b>: Two-Handed <br>  <b>Reliable</b>: +1 to attack rolls.
Secondary Weapon;Tier 2 - Uncommon;Improved Shortsword;  <b>Trait</b>: Agility,   <b>Range</b>: Melee,   <b>Damage</b>: d8+2 phy , <b>Burden</b>: One-Handed <br>  <b>Paired</b>:+3 to primary weapon damage to target within Melee range. 
Secondary Weapon;Tier 2 - Uncommon;Improved Round Shield;  <b>Trait</b>: Strength,   <b>Range</b>: Melee,   <b>Damage</b>: d4+2 phy , <b>Burden</b>: One-Handed <br>  <b>Protective</b>: +2 to Armor Score, 
Secondary Weapon;Tier 2 - Uncommon;Improved Tower Shield;"  <b>Trait</b>: Strength,   <b>Range</b>: Melee,   <b>Damage</b>: d6+2 phy , <b>Burden</b>: One-Handed <br>  <b>Barrier</b>: +3 to Armor Score; -1 to Evasion. "
Secondary Weapon;Tier 2 - Uncommon;Improved Small Dagger;  <b>Trait</b>: Finesse,   <b>Range</b>: Melee,   <b>Damage</b>: d8+2 phy , <b>Burden</b>: One-Handed <br>  <b>Paired</b>:+3 to primary weapon damage to target within Melee range. 
Secondary Weapon;Tier 2 - Uncommon;Improved Whip;  <b>Trait</b>: Presence,   <b>Range</b>: Very Close,   <b>Damage</b>: d6+2 phy , <b>Burden</b>: One-Handed <br>  <b>Startling</b>: Mark a Stress to cack the whip and force all adversaries within Melee range back to Close range. 
Secondary Weapon;Tier 2 - Uncommon;Improved Grappler;  <b>Trait</b>: Finesse,   <b>Range</b>: Close,   <b>Damage</b>: d6+2 phy , <b>Burden</b>: One-Handed <br>  <b>Hooked</b>: On a successful attack,  you can pull the target into Melee range.
Secondary Weapon;Tier 2 - Uncommon;Improved Hand Crossbow;  <b>Trait</b>: Finesse,   <b>Range</b>: Far,   <b>Damage</b>: d6+3 phy , <b>Burden</b>: One-Handed <br> 
Secondary Weapon;Tier 2 - Uncommon;Spiked Shield;"  <b>Trait</b>: Strength,   <b>Range</b>: Melee,   <b>Damage</b>: d6+2 phy , <b>Burden</b>: One-Handed <br>  <b>Double Duty</b>: +1 to Armor Score; +1 to primary weapon damage within Melee range. "
Secondary Weapon;Tier 2 - Uncommon;Parrying Dagger;  <b>Trait</b>: Finesse,   <b>Range</b>: Melee,   <b>Damage</b>: d6+2 phy , <b>Burden</b>: One-Handed <br>  <b>Parry</b>: When you are attacked,  roll this weapon's damage dice. If any of the attacker's damage dice rolled the same value as your dice.
Secondary Weapon;Tier 2 - Uncommon;Returning Axe;  <b>Trait</b>: Agility,   <b>Range</b>: Close,   <b>Damage</b>: d6+4 phy , <b>Burden</b>: One-Handed <br>  <b>Returning</b>: When this weapon is thrown within its range,  it appears in your hand immediately after the attack.
